学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
MICROBIOLOGY,1-Q1且IF大于10,TRENDS IN MICROBIOLOGY,TRENDS MICROBIOL,18.7,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,1-Q1且IF大于10,FEMS MICROBIOLOGY REVIEWS,FEMS MICROBIOL REV,16.9,Q1,Q1,0.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,1-Q1且IF大于10,Annual Review of Microbiology,ANNU REV MICROBIOL,12.2,Q1,Q2,0.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,1-Q1且IF大于10,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,MICROBIOL MOL BIOL R,11.8,Q1,Q2,0.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2补-Q1且IF5到10,Frontiers in Microbiology,FRONT MICROBIOL,5.8,Q1,Q2,2563.0,5,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
MICROBIOLOGY,2补-Q1且IF5到10,Frontiers in Cellular and Infection Microbiology,FRONT CELL INFECT MI,5.5,Q1,Q2,1146.0,5,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
MICROBIOLOGY,2补-Q1且IF5到10,BMC MICROBIOLOGY,BMC MICROBIOL,5.4,Q1,Q1,888.0,5,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2补-Q1且IF5到10,mBio,MBIO,5.4,Q1,Q1,730.0,4,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2-Q1且IF小于5,PLoS Pathogens,PLOS PATHOG,4.9,Q1,Q1,669.0,5,PLOS,专科刊费用因刊而异或走CAP；PLoS One已拉黑
MICROBIOLOGY,2-Q1且IF小于5,JOURNAL OF INFECTIOUS DISEASES,J INFECT DIS,4.1,Q1,Q1,540.0,4,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,2补-Q1且IF5到10,CLINICAL INFECTIOUS DISEASES,CLIN INFECT DIS,8.3,Q1,Q1,388.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,2-Q1且IF小于5,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,J ANTIMICROB CHEMOTH,4.1,Q1,Q1,384.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,2补-Q1且IF5到10,INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY,INT J FOOD MICROBIOL,5.7,Q1,Q1,381.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,Probiotics and Antimicrobial Proteins,PROBIOTICS ANTIMICRO,5.3,Q1,Q1,327.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,2补-Q1且IF5到10,MICROBIOLOGICAL RESEARCH,MICROBIOL RES,8.5,Q1,Q1,279.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,ISME Communications,ISME COMMUN,6.4,Q1,Q1,248.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,2补-Q1且IF5到10,Virulence,VIRULENCE,6.8,Q1,Q1,246.0,3,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,2-Q1且IF小于5,Microbial Genomics,MICROB GENOMICS,4.5,Q1,Q1,246.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2补-Q1且IF5到10,Emerging Microbes & Infections,EMERG MICROBES INFEC,7.0,Q1,Q1,222.0,3,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,2补-Q1且IF5到10,FOOD MICROBIOLOGY,FOOD MICROBIOL,5.4,Q1,Q1,207.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,JOURNAL OF CLINICAL MICROBIOLOGY,J CLIN MICROBIOL,5.9,Q1,Q1,184.0,2,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2补-Q1且IF5到10,Environmental Microbiome,ENVIRON MICROBIOME,6.2,Q1,Q1,179.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2补-Q1且IF5到10,Current Research in Microbial Sciences,CURR RES MICROB SCI,5.6,Q1,Q1,177.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,Microbial Biotechnology,MICROB BIOTECHNOL,6.7,Q1,Q1,171.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,2补-Q1且IF5到10,International Journal of Antimicrobial Agents,INT J ANTIMICROB AG,5.0,Q1,Q1,167.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,CLINICAL MICROBIOLOGY AND INFECTION,CLIN MICROBIOL INFEC,8.7,Q1,Q1,150.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,Antimicrobial Resistance and Infection Control,ANTIMICROB RESIST IN,5.2,Q1,Q1,147.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2-Q1且IF小于5,Ticks and Tick-Borne Diseases,TICKS TICK-BORNE DIS,3.4,Q1,Q2,107.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,Journal of Oral Microbiology,J ORAL MICROBIOL,6.7,Q1,Q1,100.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,2补-Q1且IF5到10,Gut Pathogens,GUT PATHOG,5.0,Q1,Q1,90.0,2,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2补-Q1且IF5到10,Biofilm,BIOFILM,6.7,Q1,Q1,88.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2-Q1且IF小于5,HELICOBACTER,HELICOBACTER,4.6,Q1,Q2,64.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,2补-Q1且IF5到10,New Microbes and New Infections,NEW MICROB NEW INFEC,6.0,Q1,Q3,59.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,2补-Q1且IF5到10,One Health Outlook,ONE HEALTH OUTLOOK,5.9,Q1,Q2,43.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2补-Q1且IF5到10,mLife,MLIFE,6.7,Q1,Q2,39.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,2补-Q1且IF5到10,ANNALS OF MICROBIOLOGY,ANN MICROBIOL,5.1,Q1,Q2,34.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,2-Q1且IF小于5,Expert Review of Anti-Infective Therapy,EXPERT REV ANTI-INFE,4.6,Q1,Q2,28.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,2补-Q1且IF5到10,AIMS Microbiology,AIMS MICROBIOL,5.4,Q1,Q2,26.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2补-Q1且IF5到10,Engineering Microbiology,ENG MICROBIOL,6.1,Q1,Q2,25.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2-Q1且IF小于5,Molecular Oral Microbiology,MOL ORAL MICROBIOL,3.4,Q1,Q2,17.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,2补-Q1且IF5到10,CURRENT OPINION IN MICROBIOLOGY,CURR OPIN MICROBIOL,8.0,Q1,Q2,0.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,2补-Q1且IF5到10,CRITICAL REVIEWS IN MICROBIOLOGY,CRIT REV MICROBIOL,7.0,Q1,Q3,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,3-Q2,Microorganisms,MICROORGANISMS,4.7,Q2,Q2,2442.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
MICROBIOLOGY,3-Q2,Microbiology Spectrum,MICROBIOL SPECTR,4.1,Q2,Q2,1535.0,5,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Pathogens,PATHOGENS,3.8,Q2,Q3,1066.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
MICROBIOLOGY,3-Q2,MICROBIAL PATHOGENESIS,MICROB PATHOGENESIS,3.9,Q2,Q2,883.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,Journal of Fungi,J FUNGI,4.3,Q2,Q2,776.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
MICROBIOLOGY,3-Q2,Open Forum Infectious Diseases,OPEN FORUM INFECT DI,3.8,Q2,Q2,674.0,4,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,3-Q2,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,APPL ENVIRON MICROB,4.2,Q2,Q1,586.0,4,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,ANTIMICROB AGENTS CH,4.2,Q2,Q1,394.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Microbe,MICROBE-NETH,3.9,Q2,Q2,384.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,mSystems,MSYSTEMS,5.2,Q2,Q1,375.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,EUROPEAN JOURNAL OF CLINICAL MICROBIOLOGY & INFECTIOUS DISEASES,EUR J CLIN MICROBIOL,3.2,Q2,Q2,288.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,3-Q2,mSphere,MSPHERE,4.0,Q2,Q2,263.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Rhizosphere,RHIZOSPHERE-NETH,3.9,Q2,Q2,220.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,JAC-Antimicrobial Resistance,JAC-ANTIMICROB RESIS,3.9,Q2,Q2,191.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,3-Q2,ENVIRONMENTAL MICROBIOLOGY,ENVIRON MICROBIOL,4.0,Q2,Q2,185.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,3-Q2,JOURNAL OF BACTERIOLOGY,J BACTERIOL,3.8,Q2,Q2,174.0,2,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,MICROBIAL ECOLOGY,MICROB ECOL,4.3,Q2,Q1,165.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,3-Q2,MicrobiologyOpen,MICROBIOLOGYOPEN,3.6,Q2,Q2,144.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,3-Q2,Animal Microbiome,ANIM MICROBIOME,4.5,Q2,Q1,126.0,3,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,3-Q2,MICROBIOLOGY-SGM,MICROBIOL-SGM,4.3,Q2,Q3,111.0,2,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,APMIS,APMIS,2.2,Q2,Q3,110.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,3-Q2,FEMS MICROBIOLOGY ECOLOGY,FEMS MICROBIOL ECOL,4.1,Q2,Q2,109.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,3-Q2,MICROBES AND INFECTION,MICROBES INFECT,2.9,Q2,Q2,89.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,JOURNAL OF MICROBIOLOGY IMMUNOLOGY AND INFECTION,J MICROBIOL IMMUNOL,3.8,Q2,Q2,87.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,JOURNAL OF MICROBIOLOGY,J MICROBIOL,3.8,Q2,Q3,71.0,1,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Annals of Clinical Microbiology and Antimicrobials,ANN CLIN MICROB ANTI,5.2,Q2,Q1,65.0,1,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
MICROBIOLOGY,3-Q2,Tuberculosis,TUBERCULOSIS,2.9,Q2,Q3,61.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,INTERNATIONAL JOURNAL OF MEDICAL MICROBIOLOGY,INT J MED MICROBIOL,3.2,Q2,Q2,51.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,FEMS YEAST RESEARCH,FEMS YEAST RES,3.5,Q2,Q2,39.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,3-Q2,Beneficial Microbes,BENEF MICROBES,3.5,Q2,Q2,36.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,RESEARCH IN MICROBIOLOGY,RES MICROBIOL,4.4,Q2,Q2,34.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,3-Q2,Microbiome Research Reports,MICROBIOME RES REP,5.2,Q2,Q2,23.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Microbial Cell,MICROB CELL,4.1,Q2,Q3,20.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,FEMS Microbes,FEMS MICROBES,4.2,Q2,Q2,19.0,0,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,3-Q2,Frontiers in Antibiotics,FRONT ANTIBIOT,3.9,Q2,Q3,19.0,0,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
MICROBIOLOGY,3-Q2,Innate Immunity,INNATE IMMUN-LONDON,3.5,Q2,Q2,17.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
MICROBIOLOGY,3-Q2,European Journal of Microbiology and Immunology,EUR J MICROBIOL IMMU,4.3,Q2,Q1,15.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,3-Q2,Current Clinical Microbiology Reports,CURR CLIN MICROBIOL,4.6,Q2,Q3,0.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,CURRENT MICROBIOLOGY,CURR MICROBIOL,2.8,Q3,Q3,582.0,4,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,DIAGN MICR INFEC DIS,1.8,Q3,Q3,411.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,VETERINARY MICROBIOLOGY,VET MICROBIOL,2.8,Q3,Q2,388.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,INT J SYST EVOL MICR,2.3,Q3,Q3,350.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY,J MICROBIOL BIOTECHN,3.4,Q3,Q2,311.0,3,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,JOURNAL OF APPLIED MICROBIOLOGY,J APPL MICROBIOL,2.8,Q3,Q3,279.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MICROBIOLOGY,4-Q3,ARCHIVES OF MICROBIOLOGY,ARCH MICROBIOL,3.4,Q3,Q3,268.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,Microbiology Research,MICROBIOL RES-ITALY,2.5,Q3,Q1,235.0,4,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
MICROBIOLOGY,4-Q3,JOURNAL OF MICROBIOLOGICAL METHODS,J MICROBIOL METH,2.5,Q3,Q3,202.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,Environmental Microbiology Reports,ENV MICROBIOL REP,3.1,Q3,Q3,182.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,JOURNAL OF MEDICAL MICROBIOLOGY,J MED MICROBIOL,2.7,Q3,Q3,140.0,2,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,FOLIA MICROBIOLOGICA,FOLIA MICROBIOL,3.1,Q3,Q3,130.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,INTERNATIONAL MICROBIOLOGY,INT MICROBIOL,2.9,Q3,Q3,126.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,International Journal of Microbiology,INT J MICROBIOL,3.4,Q3,Q3,104.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,JOURNAL OF BASIC MICROBIOLOGY,J BASIC MICROB,3.3,Q3,Q3,98.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,JOURNAL OF WATER AND HEALTH,J WATER HEALTH,2.4,Q3,Q3,89.0,1,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,ENFERMEDADES INFECCIOSAS Y MICROBIOLOGIA CLINICA,ENFERM INFEC MICR CL,2.2,Q3,Q3,88.0,1,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,ANAEROBE,ANAEROBE,3.1,Q3,Q3,75.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,Canadian Journal of Infectious Diseases & Medical Microbiology,CAN J INFECT DIS MED,2.4,Q3,Q3,72.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,INDIAN JOURNAL OF MICROBIOLOGY,INDIAN J MICROBIOL,2.2,Q3,Q4,72.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,JOURNAL OF ANTIBIOTICS,J ANTIBIOT,2.7,Q3,Q3,68.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MICROBIOLOGY,4-Q3,COMPARATIVE IMMUNOLOGY MICROBIOLOGY AND INFECTIOUS DISEASES,COMP IMMUNOL MICROB,2.5,Q3,Q3,68.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,MOLECULAR MICROBIOLOGY,MOL MICROBIOL,3.1,Q3,Q3,67.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,CANADIAN JOURNAL OF MICROBIOLOGY,CAN J MICROBIOL,2.4,Q3,Q3,60.0,1,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,SYSTEMATIC AND APPLIED MICROBIOLOGY,SYST APPL MICROBIOL,3.2,Q3,Q1,56.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,Journal of Clinical Tuberculosis and Other Mycobacterial Diseases,J CLIN TUBER OTH MYC,2.3,Q3,Q3,56.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MICROBIOLOGY,4-Q3,SYMBIOSIS,SYMBIOSIS,2.9,Q3,Q3,54.0,1,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,JOURNAL OF EUKARYOTIC MICROBIOLOGY,J EUKARYOT MICROBIOL,3.3,Q3,Q3,53.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,Frontiers in Microbiomes,FRONT MICROBIOMES,3.0,Q3,Q4,53.0,1,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
MICROBIOLOGY,4-Q3,Future Microbiology,FUTURE MICROBIOL,2.5,Q3,Q4,53.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
MICROBIOLOGY,4-Q3,Phytobiomes Journal,PHYTOBIOMES J,2.8,Q3,Q2,50.0,1,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,Microbial Drug Resistance,MICROB DRUG RESIST,1.8,Q3,Q3,50.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
MICROBIOLOGY,4-Q3,MICROBES AND ENVIRONMENTS,MICROBES ENVIRON,2.6,Q3,Q2,49.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,Food and Environmental Virology,FOOD ENVIRON VIROL,2.4,Q3,Q3,49.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,REVISTA ARGENTINA DE MICROBIOLOGIA,REV ARGENT MICROBIOL,2.4,Q3,Q4,48.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,MED MICROBIOL IMMUN,3.1,Q3,Q2,46.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
MICROBIOLOGY,4-Q3,Revista Espanola de Quimioterapia,REV ESP QUIM,2.8,Q3,Q3,39.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,Bioscience of Microbiota Food and Health,BIOSCI MICROB FOOD H,2.1,Q3,Q3,29.0,0,其他,请查期刊官网 Author / Open Access 页面
MICROBIOLOGY,4-Q3,PHAGE-Therapy Applications and Research,PHAGE-THER APPL RES,2.5,Q3,Q3,27.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
MICROBIOLOGY,4-Q3,YEAST,YEAST,2.2,Q3,Q3,21.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,Infectious Microbes & Diseases,INFECT MICROBE DIS,2.1,Q3,Q4,15.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
MICROBIOLOGY,4-Q3,CELLULAR MICROBIOLOGY,CELL MICROBIOL,2.6,Q3,Q4,13.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MICROBIOLOGY,4-Q3,PLASMID,PLASMID,2.3,Q3,Q3,11.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Nature Communications,NAT COMMUN,18.1,Q1,Q1,12045.0,5,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Science Advances,SCI ADV,13.9,Q1,Q1,3057.0,5,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,NATURE,NATURE,56.1,Q1,Q1,1328.0,4,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,SCIENCE,SCIENCE,47.3,Q1,Q1,772.0,4,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Journal of Advanced Research,J ADV RES,17.1,Q1,Q1,486.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Research,RESEARCH-CHINA,12.9,Q1,Q1,342.0,3,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,National Science Review,NATL SCI REV,18.1,Q1,Q1,336.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Science Bulletin,SCI BULL,20.7,Q1,Q1,225.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Nature Human Behaviour,NAT HUM BEHAV,17.5,Q1,Q1,159.0,2,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Nature Computational Science,NAT COMPUT SCI,20.3,Q1,Q1,82.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Innovation,INNOVATION-AMSTERDAM,39.5,Q1,Q1,68.0,1,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Exploration,EXPLORATION-PRC,30.4,Q1,Q1,59.0,1,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
MULTIDISCIPLINARY SCIENCES,1-Q1且IF大于10,Nature Reviews Methods Primers,NAT REV METHOD PRIME,54.2,Q1,Q1,1.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
MULTIDISCIPLINARY SCIENCES,2补-Q1且IF5到10,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,P NATL ACAD SCI USA,9.5,Q1,Q1,3701.0,5,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,2-Q1且IF小于5,iScience,ISCIENCE,4.5,Q1,Q1,2407.0,5,其他,请查期刊官网 Author / Open Access 页面
MULTIDISCIPLINARY SCIENCES,2补-Q1且IF5到10,Scientific Data,SCI DATA,7.2,Q1,Q1,2122.0,5,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
